"날짜","종가","시가","고가","저가","거래량","변동 %","RSI(14)","MACD(12,26)","MACD_SIGNAL(9)","MACD_HIST"
"2025- 04- 15","56,600","56,300","57,100","56,200","8.73M","0.71%","49.8580","-396.3707","-97.6402","-298.7305"
"2025- 04- 14","56,200","56,300","56,700","55,800","12.23M","1.81%","48.5480","-464.2423","-22.9576","-441.2847"
"2025- 04- 11","55,200","55,600","55,700","54,800","13.92M","-2.13%","45.2260","-503.3911","87.3636","-590.7547"
"2025- 04- 10","56,400","56,600","56,700","55,000","22.55M","6.42%","48.7319","-444.2191","235.0523","-679.2713"
"2025- 04- 09","53,000","53,300","54,300","52,900","20.43M","-0.93%","35.5967","-484.4144","404.8701","-889.2846"
"2025- 04- 08","53,500","55,000","55,300","53,300","23.53M","0.56%","36.8873","-182.4905","627.1913","-809.6818"
"2025- 04- 07","53,200","53,300","54,100","53,100","31.99M","-5.17%","35.5862","154.6195","829.6117","-674.9922"
"2025- 04- 04","56,100","56,200","58,200","55,700","23.53M","-2.60%","43.6666","613.1910","998.3598","-385.1688"
"2025- 04- 03","57,600","56,900","57,800","56,900","19.23M","-2.04%","49.0117","894.3030","1094.6520","-200.3490"
"2025- 04- 02","58,800","58,800","59,400","58,300","14.32M","0.00%","53.9143","1087.3689","1144.7392","-57.3703"
"2025- 04- 01","58,800","58,700","59,600","57,900","13.73M","1.73%","53.9143","1195.7930","1159.0818","36.7112"
"2025- 03- 31","57,800","59,500","59,700","57,800","17.40M","-3.99%","50.3454","1316.7883","1149.9040","166.8844"
"2025- 03- 28","60,200","60,700","61,100","60,000","16.22M","-2.59%","60.8462","1553.8872","1108.1829","445.7043"
"2025- 03- 27","61,800","60,900","62,000","60,800","20.17M","0.65%","69.8673","1589.5460","996.7568","592.7892"
"2025- 03- 26","61,400","59,800","61,400","59,700","16.35M","2.68%","68.7932","1449.0298","848.5595","600.4703"
"2025- 03- 25","59,800","60,900","61,100","59,500","16.05M","-1.16%","64.0312","1289.3305","698.4419","590.8886"
"2025- 03- 24","60,500","61,200","61,600","60,500","14.02M","-1.94%","68.2630","1229.6514","550.7197","678.9316"
"2025- 03- 21","61,700","60,900","61,700","60,400","38.24M","2.49%","76.2888","1064.3205","380.9868","683.3337"
"2025- 03- 20","60,200","59,200","60,300","58,500","34.55M","2.91%","72.5416","715.6353","210.1534","505.4819"
"2025- 03- 19","58,500","57,400","59,200","57,400","29.28M","1.56%","67.0639","412.9043","83.7829","329.1214"
"2025- 03- 18","57,600","58,800","59,000","57,300","27.86M","0.00%","63.4827","193.5945","1.5026","192.0919"
"2025- 03- 17","57,600","55,500","57,800","55,400","35.12M","5.30%","63.4827","2.4958","-46.5204","49.0162"
"2025- 03- 14","54,700","54,500","55,100","54,400","10.77M","0.00%","47.6758","-241.4519","-58.7744","-182.6775"
"2025- 03- 13","54,700","55,800","55,900","54,200","23.66M","-0.36%","47.6758","-254.0331","-13.1050","-240.9281"
"2025- 03- 12","54,900","53,800","55,300","53,600","17.77M","2.43%","48.9354","-266.3963","47.1270","-313.5233"
"2025- 03- 11","53,600","52,500","54,100","52,500","17.61M","-0.19%","39.2475","-298.6650","125.5078","-424.1729"
"2025- 03- 10","53,700","53,500","54,800","53,500","12.78M","0.00%","39.7866","-203.1438","231.5510","-434.6948"
"2025- 03- 07","53,700","53,500","54,200","53,400","13.37M","-1.10%","39.7866","-88.4509","340.2248","-428.6756"
"2025- 03- 06","54,300","54,100","54,500","54,000","12.08M","0.56%","42.8306","59.2255","447.3937","-388.1682"
"2025- 03- 05","54,000","55,100","55,400","54,000","16.37M","-0.92%","40.7251","185.7618","544.4357","-358.6739"
"2025- 03- 04","54,500","53,900","55,000","53,800","17.21M","0.00%","43.1867","375.1117","634.1042","-258.9925"
"2025- 02- 28","54,500","55,400","55,700","54,500","27.54M","-3.20%","43.1867","560.4257","698.8523","-138.4266"
"2025- 02- 27","56,300","56,500","57,100","56,200","14.46M","-0.53%","53.1609","788.8022","733.4590","55.3432"
"2025- 02- 26","56,600","57,000","57,100","56,100","17.82M","-1.05%","55.1314","885.5474","719.6231","165.9242"
"2025- 02- 25","57,200","56,600","57,800","56,500","13.99M","-0.17%","59.2073","965.6032","678.1421","287.4612"
"2025- 02- 24","57,300","57,300","57,700","57,200","14.01M","-1.55%","59.8925","992.6476","606.2768","386.3708"
"2025- 02- 21","58,200","58,400","58,500","57,100","19.18M","-0.34%","66.3060","1002.5458","509.6841","492.8617"
"2025- 02- 20","58,400","59,100","59,100","58,100","21.47M","-0.51%","67.8042","908.9605","386.4687","522.4918"
"2025- 02- 19","58,700","57,400","58,900","57,300","25.27M","3.16%","70.0075","755.9268","255.8457","500.0811"
"2025- 02- 18","56,900","56,200","57,200","55,900","21.51M","1.61%","63.3771","519.0595","130.8254","388.2340"
"2025- 02- 17","56,000","56,100","56,500","55,700","11.87M","0.00%","59.1883","392.4534","33.7669","358.6864"
"2025- 02- 14","56,000","56,000","57,300","56,000","23.88M","0.36%","59.1883","316.7859","-55.9047","372.6905"
"2025- 02- 13","55,800","56,100","56,400","55,600","22.27M","0.00%","58.2738","215.5988","-149.0773","364.6761"
"2025- 02- 12","55,800","55,100","55,900","54,500","20.88M","0.18%","58.2738","103.6750","-240.2463","343.9213"
"2025- 02- 11","55,700","55,500","56,300","55,000","24.17M","0.18%","57.8668","-40.6885","-326.2267","285.5382"
"2025- 02- 10","55,600","53,000","55,900","52,900","27.41M","3.54%","57.4816","-214.1751","-397.6112","183.4361"
"2025- 02- 07","53,700","53,900","54,200","53,600","14.32M","-0.56%","49.3066","-422.3101","-443.4702","21.1602"
"2025- 02- 06","54,000","53,400","54,000","53,200","16.08M","2.08%","50.7369","-488.3687","-448.7603","-39.6084"
"2025- 02- 05","52,900","53,600","53,800","52,800","15.78M","0.38%","45.3382","-596.1255","-438.8582","-157.2673"
"2025- 02- 04","52,700","51,600","53,600","51,500","26.99M","3.33%","44.3078","-612.9914","-399.5413","-213.4500"
"2025- 02- 03","51,000","51,100","51,400","50,800","32.04M","-2.67%","34.5732","-605.2385","-346.1788","-259.0597"
"2025- 01- 31","52,400","52,200","53,000","51,700","41.83M","-2.42%","39.9074","-413.4487","-281.4139","-132.0348"
"2025- 01- 24","53,700","53,600","53,800","53,200","11.40M","0.00%","46.0311","-305.1867","-248.4052","-56.7816"
"2025- 01- 23","53,700","53,700","54,100","53,500","14.79M","-1.10%","46.0311","-294.9297","-234.2098","-60.7199"
"2025- 01- 22","54,300","53,400","54,400","53,100","18.18M","1.50%","49.0248","-277.5481","-219.0298","-58.5183"
"2025- 01- 21","53,500","53,700","54,300","53,300","13.45M","0.19%","44.5607","-312.4168","-204.4003","-108.0165"
"2025- 01- 20","53,400","53,600","53,900","53,300","11.66M","-0.56%","43.9914","-270.9230","-177.3961","-93.5269"
"2025- 01- 17","53,700","53,800","54,100","53,200","18.69M","-1.10%","45.2869","-203.8394","-154.0144","-49.8250"
"2025- 01- 16","54,300","54,200","55,000","54,100","18.44M","1.12%","47.9071","-145.7968","-141.5582","-4.2386"
"2025- 01- 15","53,700","54,100","54,700","53,500","18.52M","-0.37%","44.9496","-130.6836","-140.4985","9.8150"
"2025- 01- 14","53,900","54,200","54,600","53,700","17.23M","-0.37%","45.7536","-48.4018","-142.9523","94.5504"
"2025- 01- 13","54,100","54,600","55,000","54,100","16.29M","-2.17%","46.5264","36.9600","-166.5899","203.5498"
"2025- 01- 10","55,300","56,100","56,500","55,200","15.87M","-1.43%","51.3594","125.0114","-217.4773","342.4888"
"2025- 01- 09","56,100","57,600","57,700","56,100","24.37M","-2.09%","54.8891","113.3969","-303.0995","416.4965"
"2025- 01- 08","57,300","54,800","57,500","54,700","26.22M","3.43%","60.6994","15.4687","-407.2236","422.6923"
"2025- 01- 07","55,400","56,800","57,300","55,400","16.95M","-0.89%","53.4555","-231.9302","-512.8967","280.9665"
"2025- 01- 06","55,900","54,400","56,200","54,300","18.88M","2.76%","55.9768","-350.8731","-583.1383","232.2652"
"2025- 01- 03","54,400","52,800","55,100","52,800","19.13M","1.87%","49.3177","-548.4930","-641.2046","92.7117"
"2025- 01- 02","53,400","52,700","53,600","52,300","16.55M","0.38%","44.0816","-640.0224","-664.3825","24.3601"
"2024- 12- 30","53,200","53,300","54,000","53,100","12.45M","-0.93%","42.9877","-645.7197","-670.4726","24.7529"
"2024- 12- 27","53,700","53,500","54,100","53,200","10.67M","0.19%","45.0327","-623.2355","-676.6608","53.4253"
"2024- 12- 26","53,600","54,500","54,600","53,500","10.42M","-1.47%","44.5427","-636.3814","-690.0171","53.6358"
"2024- 12- 24","54,400","53,700","54,500","53,600","11.56M","1.68%","47.7013","-633.7220","-703.4261","69.7041"
"2024- 12- 23","53,500","53,400","54,000","53,300","13.60M","0.94%","43.5173","-702.5645","-720.8521","18.2876"
"2024- 12- 20","53,000","52,700","53,100","51,900","24.12M","-0.19%","41.0858","-688.5770","-725.4240","36.8470"
"2024- 12- 19","53,100","53,500","53,800","53,100","22.14M","-3.28%","41.4169","-609.7992","-734.6357","124.8365"
"2024- 12- 18","54,900","54,100","55,400","54,000","13.59M","1.29%","47.8643","-510.5620","-765.8449","255.2828"
"2024- 12- 17","54,200","54,700","55,200","54,000","20.11M","-2.52%","44.7589","-559.7457","-829.6656","269.9199"
"2024- 12- 16","55,600","56,300","56,600","55,200","15.21M","-0.89%","50.3257","-543.1075","-897.1456","354.0381"
"2024- 12- 13","56,100","55,800","56,300","55,500","15.80M","0.36%","52.4908","-656.5167","-985.6551","329.1383"
"2024- 12- 12","55,900","54,000","56,500","53,900","32.33M","3.52%","51.7193","-842.6280","-1067.9397","225.3117"
"2024- 12- 11","54,000","53,600","54,200","53,400","14.33M","0.00%","43.6469","-1047.5535","-1124.2676","76.7140"
"2024- 12- 10","54,000","54,500","54,500","53,700","20.57M","1.12%","43.6469","-1100.4214","-1143.4461","43.0247"
"2024- 12- 09","53,400","53,500","54,600","53,200","26.13M","-1.29%","40.9590","-1151.8939","-1154.2023","2.3084"
"2024- 12- 06","54,100","53,900","54,400","52,700","22.81M","0.74%","43.1908","-1139.7457","-1154.7794","15.0337"
"2024- 12- 05","53,700","53,200","54,400","53,200","23.25M","1.13%","41.4994","-1178.9349","-1158.5378","-20.3971"
"2024- 12- 04","53,100","52,000","53,400","52,000","28.69M","-0.93%","38.9685","-1171.0791","-1153.4385","-17.6406"
"2024- 12- 03","53,600","53,100","54,400","53,100","23.12M","0.00%","40.3182","-1082.9274","-1149.0284","66.1009"
"2024- 12- 02","53,600","54,300","54,400","53,100","21.84M","-1.11%","40.3182","-1005.5713","-1165.5536","159.9823"
"2024- 11- 29","54,200","55,100","55,300","53,800","23.85M","-2.34%","41.8169","-892.2103","-1205.5492","313.3389"
"2024- 11- 28","55,500","56,000","56,400","55,200","19.76M","-1.42%","45.1969","-795.6337","-1283.8839","488.2503"
"2024- 11- 27","56,300","57,700","57,800","56,000","21.66M","-3.43%","47.3855","-793.1576","-1405.9465","612.7889"
"2024- 11- 26","58,300","57,900","58,900","57,500","22.73M","0.69%","53.3869","-859.9149","-1559.1437","699.2288"
"2024- 11- 25","57,900","57,400","57,900","56,700","33.95M","3.39%","52.2641","-1136.2501","-1733.9509","597.7009"
"2024- 11- 22","56,000","56,000","56,700","55,900","15.13M","-0.71%","46.5897","-1431.6996","-1883.3761","451.6765"
"2024- 11- 21","56,400","54,900","56,900","54,700","18.99M","1.99%","47.6981","-1594.5215","-1996.2952","401.7738"
